label	text
0	First of all, section titles do not need to be sourced. Secondly, this
0	"== No American blacks or Jews at the Alamo? == 

 In terms of ethnicity among the Texian defenders, 13 were native-born Texians, with 11 of these 13 being of Mexican descent. The rest of the Alamo defenders consisted of 41 men born in Europe, two Jews, two blacks, and the remainder were Americans from states other than Texas. Santa Anna's forces were a conglomeration of former Spanish citizens, Spanish-Mexican mestizos, and indigenous Mexicans.[4] 

 The way this is written the blacks and Jews weren't Americans, or can someone help me understand how it was meant?"
0	""" 
 :Very poor link - took me several tries to get the correct page on the Dr. Duke's Phytochemical and Ethnobotanical Databases site.  I have corrected the link. '''''' """
0	I'm sorry, what nonsense did I add to wikipedia?  You haven't a leg to stand on, you freak queen.
0	talk:Joe Beaudoin Jr.|Think out loud]] 00:49,
0	""" 

 :What WesleyDodds said earlier about the Rolling Stone source still applies: """"The citation is not 'perfectly acceptable' because it relies on a passing phrase that can't even be specifically tied to the genre.""""   """
0	""" 

 :Dressblues is a far superior image.  I support its use in the infobox.   """
1	""" 

 """"Many scholars opine that just like Brahma's first three heads."""" That's not a sentence, you fucking moron. How the fuck are you allowed to edit Wikipedia when you can barely spell. It doesn't make your editing seem very trustworthy, does it? DON'T EDIT THIS PAGE AGAIN UNTIL YOU'VE GOT YOURSELF A EDUCATION. You're a stupid, ignorant, busy-body piece of shit. I'm making it my mission to make sure that all your edits on this page get deleted."""
0	"== that's enough == 

 You have bullied me for the last time. I will seek help in any way I can. You bully and torture me on wikipedia, and then you say that it is ME who is assuming bad faith. How dare you. You are an administrator yes, but I will not be pushed around by you. I will get help, no matter what you say. And DON'T YOU DARE HARASS ME ALL THE TIME. Do what you want on the BGS page, but if you follow me around, I WILL NOT LET YOU GET AWAY WITH IT. I hope you understand. I am officially THROUGH with talking to you. Just get a life away from seeking pleasure at torturing non-administrators. I am sick of you. You are a bully. You don't scare me."
0	Ah, I was once like you, Bradjamesbrown. I was young, handsome, and foolishly scrupulous. Then my beautiful page on the Wikipedian Game was deleted and it destroyed my soul. It's turned my life into one endless spiral of sorrow and hatred. My posse was disbanded. It felt like my life was over. But I must go on, Bradjamesbrown. I must go on. Even in this eternal torment. No, don't try and help me. The article is gone, and I will never get it back.
0	"**I don't object to putting GA information into the article history. Also, I don't consider the oldid to be essential. If it makes your life considerably easier, don't code it.  
 **Also, did you see my comment above regarding the brilliant prose articles? If I were to generate a pair of lists (the original BP articles and the ones that passed refreshing brilliant prose) could you incorporate these into your bot?"
0	I HATE THIS COUNTRY!!!1
0	:That's fine with me also.  ≠
0	"==  
 ==  
 ==  
 ==  
 == He sucks == == == == =="
0	hmmmm... apparently i didn't!!
0	*** I've explained above why I don't agree that you've shown that.
0	I have just undone what looks like a knee-jerk edit by someone who couldn't possibly have reviewed my edits properly. Only trying to help here.
0	::The facts may be hostile, but the tone doesn't have to be.  I'm not Hovind's biggest fan by any stretch, but the tone of this article really and truly is overly hostile.  Hovind isn't a baby-killer and didn't burn a box of puppies.  His biggest crime is that he's a tax cheat.  His beliefs, OTOH, earn him HUGE scorn even when it's clear (if you do any internet research) that he's not the only person who holds these beliefs.  It wouldn't hurt to add some balance to the overly-harsh tone this article takes.
0	"Actually, Daisenshu Magazine stated that the tail is a recessive trait in half-saiyan hybrids. Hence why only one Saiyan baby had one from point of birth. 

  4:15 PM, 14 Apirl 2013"
0	::I don't think they are a good idea, given they are not really of any interest except in the most formal situations. Plus they are taking up too much room. It is better justto say a person is X in the order of precedence.
0	"== Violence as a side effect == 

 Someone should create a subsection which identifies violent behavior as a potential side effect, as two clinical studies have shown the correlation. Potentially could include the numerous violent crime cases in recent years that implicate Varenicline."
0	""" 

 ::Although users can use G7 to request deletion of their pages, it can't be used when several other users have edited the page or when the page has been existing for several days. If you have concerns with the article, consider using Wikipedia:Articles for deletion. If you need any help, contact me at my talk page.   """
0	"== Reply to an old question == 

 You asked a question at Talk:International Sound Communication.  My apologies for taking so long to reply, but now I have."
0	"""  All this """"bullying"""" stuff added by  just sounds bizarre.  And Adolf Hitler???   """
0	"== spinoffs section is horrilbe == 

 A bunch of 1= and 2- sentence statemnts generally without refernces, and the longer entries are horrible as well"
0	"] 
 *[http://alisonsjourney.blogspot.com Amey's PublishAmerica Sucks Blog"
0	:::Great, thanks Hafspajen. Kind regards,
0	"Answer: The magazine Στρατιωτική Ιστορία includes many ex-junta military staff on its editorial board and I think we all know what that means. What's more, like most publications originating in fact from organs sponsored by the Ministry of National Defence from glorifying the 'strugglles of our people' has been caught between a rock and a hard place on account of the constant review of historical facts by the Hellenic academia. The 'αφιέρωμα' on Dekemvriana is a case in point.  
 I personally like the series, but as a trained historian I would reccomend its use as supporting document only in very particular circumstances and by no means as general reference."
0	"== Blind use of AWB == 

 Don't use it so blindly.  Please take a closer look at edits with it before you do them - it's not a tool to be used without user assistance, and the responsability is on the user, not the tool."
1	""" 
 :::::::Yeah, I've been there a couple times. Stupid people these days. Pfft.    """
0	"== Categorization of Turkish Cypriot politicians == 

 Greetings Saguamundi 

 I have been asked for a comment regarding the stub templates used for Turkish Cypriots, and I notice that you show an interest in these articles. I am the person that originally tagged the Cypriots as Europeans rather than Asians and I do of course agree that the island of Cyprus geographically is an extension of Anatolia and consequently a part of Asia, but I believe that most editors and readers will be more likely to associate the island with Europe rather than with Asia, so this was the reason for sorting the stub templates the way I did. Originally, we just used  for all articles, but the material became so big that we broke it up by continent. I suspect that a stub template for Middle East politicians will eventually be split off from the  and if this happens I would like to avoid the risk of having to tag Cypriot material with templates for both Europe, Asia, and the Middle East all at the same time. ) AFAIK, WP:WSS has, simply for practical purposes, categorized Cyprus under Europe, but if you feel strongly about this issue, may I suggest that you take the matter up with WP:WSS so this issue can be debated and so we can ensure that all Cypriot material will be grouped the same way nomatter which solution is chosen? Happy editing.   /"
1	YOU SUCK!
0	"==Cost Audit== 
 I have deleted your article for two reasons: it appears to be an extensive copy of the Indian Companies Act, which is probably copyright; and in any case, lengthy extracts of primary source documents are not suitable material for an encyclopedia - see WP:NOTREPOSITORY and WP:NOFULLTEXT. There is good advice on writing acceptable articles at Wikipedia:Your first article. Regards,"
0	""" 
 :It'd be nicer if was was smiling, but she's not.  Too bad.  Perhaps that will inspire someone to take a free photo which can then replace the one we have.  In the meantime, my view is the current one helps a reader to see what she looks like which is better than none at all.  The """"discussion"""" showed no indication you'd prefer nothing rather the current.  The only hint we have of your preference is  to which I respectfully disagree.  This is a classic WP:BRD case and hopefully we can find a consensus at the discussion page.  I meant you no bad will from my revert and if you took offence I apologise.  – """
0	::::KATANA has not responded on his talk page and his been moved to inactive. If he responds in three days he's yours.
0	Poop is a smelly brown lump that comes out of your butox.
0	By the way, the $2000 probably comes from $1000 in 2009 and $1000 in 2010.
0	""" 
 ::I addressed everything, but we'll have to revisit a few issues.  ·  """
0	:I'm afraid I disagree. There doesn't seem to be any slant against Spellman. There are several independent sources which discuss his likely homosexuality. If readers want to infer that this makes Spellman a hypocrite for presenting a different persona in public then they are free to do this - but the article no where states that.
0	""" 

 ==Cool== 
 In Cool (aesthetic) you write that """"""""Arrogant self-awareness"""" seems precisetly what the writer intended  and it is accurate."""" Though I don't see how merely being self-aware  can be arrogant. Conversely if someone is self-absorbed or self-centered it is usually described as being nearly synonynymous with arrogance. Maybe you could explain what exactly Lewis MacAdams meant? """
0	"== File:Cyperus11.jpg listed for deletion == 
 A file that you uploaded or altered, File:Cyperus11.jpg, has been listed at Wikipedia:Files for deletion. Please see the discussion to see why this is (you may have to search for the title of the image to find its entry), if you are interested in it not being deleted."
0	""" 

 :I cut the statement because it was in the Structure section where it did not belong.  The AGN activity should be covered in the Nucleus section.  However, I did not see how to place the statement into the Nucleus statement without rewriting the section, so I moved the statement to the talk page. 

 :Also, NED should not be trusted for its AGN classification.  NED garbles some AGN classifications and sometimes chooses strange references for its AGN classification.  Look up """"NGC 4826"""", for example.  NED lists this as a Seyfert 2 because someone found that this objects lands in a weird place in a diagram.  On the other hand, Ho et al. (1997), using systematic line diagnostics, categorize this as a """"transition type"""" galaxy (transitory between LINER and HII).  I would recommend finding another reference for the AGN classification.    

 That's good information. Thank you. I'll see what I can do to address it. —   """
0	:Show me where the statement is, then.
0	"""::I tried to have that ridiculous """"his death"""" thing removed for something more in line with the English language but it fell on deaf ears.    

 """
0	""" 
 :::the list of reasonable attemtps is rather short. The language is likely """"Minoan"""", which is itself unknown, which explains why we have no idea what the text says. The script is almost certainly syllabic, possibly with stray logograms. Personally, I am rather convinced that D-02 identifies personal names, so that we'd have a list of 16 names or so, followed by a short text containing another 3-4 names.    

 ==Character names== 
 Evertype, I am glad there is a Unicode proposal underway, but as always, I think that Unicode names, not to mention proposed Unicode names are not notable enough to be listed in the presentation of an alphabet; rather, once the alphabet is encoded, there can be a separate """"Unicode"""" section, as on Runic alphabet, Ge'ez alphabet and many other articles. offtopic note for the record, I further think that fanciful Unicode names are a rather unhappy choice for ancient scripts, it would be much better to encode them just by their commonly used numberings (Anatolian hieroglyphs nos. 1-524; Phaistos glyphs 1-46, Cretan syllabograms 1-96, and case in point Cuneiform """"Borger 1-598"""" or similar: it is a nightmare to find the glyph you are looking for otherwise.   """
0	...neutral point of view policy? Are you a teenager, on drugs, or both? To Hell with you!
0	"http://meami.org/ 

 This is the html version of the file http://claymath.org/library/monographs/MPPc.pdf. 
 Google automatically generates html versions of documents as we crawl the web. 
 Page 1  
 The MillenniumPrize ProblemsJ. Carlson, A. Jaffe, and A. Wiles, EditorsClay Mathematics InstituteAmerican Mathematical SocietyA History of Prizes in MathematicsBirch and Swinnerton-Dyer ConjectureHodge ConjectureNavier–Stokes EquationPoincaré ConjectureP versus NP ProblemRiemann HypothesisQuantum Yang–Mills TheoryJeremy GrayAndrew WilesPierre DeligneCharles L. FeffermanJohn MilnorStephen CookEnrico BombieriArthur Jaffe and Edward WittenThe Millennium Prize Problems J. Carlson, A. Jaffe, and A. Wiles, EditorsCMIAMS 

 Page 2  

  
 Page 3  

  
 Page 4  
 The Millennium Prize Problems 

 Page 5  

  
 Page 6  
 ContentsIntroductionviiLandon T. ClayxiStatement of the Directors andthe Scientific Advisory BoardxvA History of Prizes in MathematicsJeremy Gray3The Birch and Swinnerton-Dyer ConjectureAndrew Wiles31The Hodge ConjecturePierre Deligne45Existence and Smoothness of the Navier–Stokes EquationCharles L. Fefferman57The Poincaré ConjectureJohn Milnor71The P versus NP ProblemStephen Cook87The Riemann HypothesisEnrico Bombieri107Quantum Yang–Mills TheoryArthur Jaffe and Edward Witten129Rules for the Millennium Prizes153Authors’ Biographies157Picture Credits161v 

 Page 7  

  
 Page 8  
 IntroductionThe Clay Mathematics Institute (CMI) grew out of the longstandingbelief of its founder, Mr. Landon T. Clay, in the value of mathematicalknowledge and its centrality to human progress, culture, and intellectuallife. Discussions over some years with Professor Arthur Jaffe helped shapeMr. Clay’s ideas of how the advancement of mathematics could best be sup-ported. These discussions resulted in the incorporation of the Institute onSeptember 25, 1998, under Professor Jaffe’s leadership. The primary objec-tives and purposes of the Clay Mathematics Institute are “to increase anddisseminate mathematical knowledge; to educate mathematicians and otherscientists about new discoveries in the field of mathematics; to encouragegifted students to pursue mathematical careers; and to recognize extraordi-nary achievements and advances in mathematical research.” CMI seeks to“further the beauty, power and universality of mathematical thinking.”Very early on, the Institute, led by its founding scientific board — AlainConnes, Arthur Jaffe, Edward Witten, and Andrew Wiles — decided toestablish a small set of prize problems. The aim was not to define newchallenges, as Hilbert had done a century earlier when he announced his listof twenty-three problems at the International Congress of Mathematiciansin Paris in the summer of 1900. Rather, it was to record some of the mostdifficult issues with which mathematicians were struggling at the turn of thesecond millennium; to recognize achievement in mathematics of historicaldimension; to elevate in the consciousness of the general public the factthat, in mathematics, the frontier is still open and abounds in importantunsolved problems; and to emphasize the importance of working towardsolutions of the deepest, most difficult problems.After consulting with leading members of the mathematical community,a final list of seven problems was agreed upon: the Birch and Swinnerton-Dyer Conjecture, the Hodge Conjecture, the Existence and Uniqueness Prob-lem for the Navier–Stokes Equations, the Poincaré Conjecture, the P ver-sus NP problem, the Riemann Hypothesis, and the Mass Gap problem forQuantum Yang–Mills Theory. A set of rules was established, and a prizefund of US$7 million was set up, this sum to be allocated in equal parts tothe seven problems. No time limit exists for their solution.vii 

 Page 9  
 viiiMILLENNIUM PRIZE PROBLEMSThe prize was announced at a meeting on May 24, 2000, at the Coll`egede France. On page xv we reproduce the original statement of the Directorsand the Scientific Advisory Board. John Tate and Michael Atiyah each spokeabout the Millennium Prize Problems: Tate on the Riemann Hypothesis, theBirch and Swinnerton-Dyer Problem, and the P vs NP problem; Atiyah onthe Existence and Uniqueness Problem for the Navier–Stokes Equat"
1	Now you're just being ridiculous. This is just silly.
0	"edits to 2009 Honduran constitutional crisis 

 You are making a lot of edits on a page 2009 Honduran constitutional crisis that was built with consensus. I suggest you discuss edits on the talk page before making them. If you are in doubt on the consensus please see the archive of the talk page."
0	"== intellectual head? == 

 Mahler was an intelli, Meinhof, too, but Ensslin? Look at her parents: Gudrun Ensslin was basically a braindead protestant moralizing zombie."
0	"""FWIW,  removed the external links you're speaking of, not Kathryn. Cheers. /  

 """
0	""" 

  Please do not vandalize pages, as you did with this edit to Quiriguá. If you continue to do so, you will be blocked from editing.    """
0	The biased Greeks and pkk sympathizers constantly writers of this Article.
0	"August 2015 (UTC) 

 :: Notes for the section's recovering claim there's better sourcing. However, the sources are exactly the one's discussed above on this topic in the Talk Page - it's beyond me why all this has been omitted.   13:40, 28"
0	"Ru Pravda== 
 Dear Irpen! Sorry if I chose the wrong words for expressing my frustration with AndriyK's behavior. I didn't mean to hurt anybody's feelings. It's just that I've seen a lot of stuff done to a few of my articles that deal with Ukraine's people or geography in one way or another, so I decided to stay away from such topics. I appreciate your hard work in the Russian Portal! Keep it up and see you there.   
 :If it wasn't done by AndriyK lately, it was probably done by people who aren't on WP for months. Were there any recent incidents? I would love to see more Russian editors helping at UA-portal. In fact I called for that repeatedly as well as to Polish boards. With a few exceptions we never had serious  conflicts. If you can, please do contribute to Ukrainian articles.   

 =="
1	::::Do not call me an idiot.
0	"== |ANAL NECROPHILIA  == 

 |ANAL NECROPHILIA  

 Keep your toilet talk to  your school so  your principal knows about it."
0	""" 

 ==In response to your feedback== 

  
 Das liegt wohl im Auge des Betrachters; das procedere in der en-wikipedia ist, insbesondere im Hinblick auf Löschanträge, ein vollkommen anderes. Un die admins hier sind eigentlich ziemlich neutral, so dass eigentlich die Argumente zählen müssten. Bei der jetzigen Diskussion sehe ich wieder ein """"no consensus"""" Ergebnis. 

    

  """
0	"== it works (but is no magic) == 
 There was a common wave editing program that could do alteration to a sound track to add binaural beats to a waveform. I've tried it, and it works, but it's not much of a magic behind it. 
 My experience is that it works if you select a comfortable audio track to relax to which is about 5-10 minutes. Then make a binaural beat to slowly turn down the mix frequency so that 
 delta frequencies are inducted only at half way and the inducted frequency slightly drops towards that goal. Finally, listen to it in a relaxed position (e.g. lying on a sofa with 
 headphones on). You should feel a comfortable relaxation as soon as the sounds seem to stop being disordinate between the stereo speakers and seem to blend into a common rythm. 
 This is of course no magic: You'll need a tune to which you can relax anyways. You'll need to be in a position to relax anyways. You'll need to take the time to relax. And it won't 
 do wonders (e.g. having only slept a few hours a night and waiting for the magical refreshing effect). But in the aforementioned circumstances it helps quite a bit to refresh, at least for me."
0	Hey lugia2453 you ain't the boss of me!!!!!
1	Go fuck your mother.
0	""":::::: I agree with you, in at it was the hit-and-run, and more importantly, the (lack of) action of the bystanders that was the cause and focus of the media frenzy, more so than the death. Hard to put that all in the title though.... Best I could come up with is the really passive sounding """"Wang Yue Incident/Accident"""" which leaves it open but unfortunately also does not explain anything.    
 """
0	""" 

 :::::::::If asking someone honestly if they were trolling is a personal attack (which it isn't) then accusing someone of making a personal attack when they didn't should be one too.   So, WP:NPA """"right back at ya"""" and let me add an equally valid charge of libel...Anyway...I don't see how labeling Moore as leftist/liberal/etc. """"reduces"""" his """"contributions"""" (and I use the term loosely).  Being labeled a liberal/leftist should only be a slur to people who think liberals are idiots.  (smirking grin) Regardless, I would be delighted to hear a consensus on the matter as well.    """
0	"==Sources for future expansion== 
 This excellent source can be used to clarify, expand, and source this article. -    
 *"
0	""" 

 == January 2009 == 

  Please do not vandalize pages, as you did with this edit to Chicano rap. If you continue to do so, you will be blocked from editing.  On """
0	"::::I still don't see either Burds or Snyder describing these massacres as civil war or even as part of a civil war. They do say there was a civil war but in both cases they seem to be talking about what came after the massacres. 
 ::::This touches upon an issue we have discussed previously and that's the scope of the article. Ideally we would like to have a meta article on the Polish-Ukrainian conflict which could span the interwar period, the occupation period and the immediate post war period and there describing the general events as a civil war would have a place. And then this article would be one of the sub-articles in that conflict. But this article is about massacres in Volhynia and Galicia, which were not a civil war."
0	""" 
 :This is not the same case as France, as the France and its borders are well defined, while the word Palestine usually refers to the territory covering both Israel and the PA. Notice that the title of most countries' articles is simply their name, while the state of Palestine article is called """"State of Palestine"""" and is different than the article called Palestine. Again, it's not about recognition, it's about definition.   """
0	:Ok, its from the Sun-Sentinel, originally at this url. Since it's an older story it's been moved to their hard to search archive.
0	:::*I still think it should be mentioned that St. Louis County is a rogue county and that same-sex marriage is illegal there.
0	fuck yo zzuuzz!
0	:Nope, nothing inaccurate there.  —
0	You have been blocked. You know why.
0	"==Assessment rating== 

 I've rated this article as start class because it contains most of the important information about the subject but contains few inline citations. I've rated it as low importance to wikiproject television as series articles are of comparitively low importance compared to article about entire shows."
0	"'Seen as excessively' is what it said. So, critics didn't think these policies 'went too far'? Critics thought that if I wanted to call my lecturer a Cunt or a fellow student a Nigger to his face, there should be no college rules against it? You clearly don't even understand why the word 'excessively' was put there but are in favour of removing it.    

 ::"
0	::::Qual seria o local mais adequado para isso? — '''' /
0	". 

 In short, stop acting like a vandal and I'll stop reverting you"
0	:Glad to see things are progressing. I'll have some more time tomorrow if you need me to take a look at anything or provide more data.
0	Moreover, that restriction won't automatically lift in a month.
0	"== Hell Bent For Leather album not listed == 

 Just wondering why its not listed here."
0	""" 
 :::OUP publishes shedloads of stuff that is not WP:MEDRS. Are you seriously saying the quackery in a book on """"Integrative oncology"""" can be asserted as biomedical information on Wikipedia?  || """
0	I am new to Wikipedia. I am currently starting my own internet business in Hong Kong. Just to say hi.
0	Perhaps your time would be better spent cleaning up New Keynesian Economics.  That page is still rubbish.
0	"2005 (UTC) 
 **It's my opinion that the private user who won the bid actually tried to scam the seller.  Google for david_lascar (anagram of rascal) and check out his modus operandi on a previous scam involving a dog.  That's what you get for being a greedy fuckhead trying to sell something at ten times it's price - you become a honeypot for real grifters, even if they are half-arsed.  17:48, 5 December"
0	""" 

 == Ouch == 

 For this, I award you 

 {| style=""""border: 1px solid gray; background-color: #fdffe7;"""" 
 |rowspan=""""2"""" valign=""""middle"""" |  
 |rowspan=""""2"""" | 
 |style=""""font-size: x-large; padding: 0; vertical-align: middle; height: 1.1em;"""" | The Surreal Barnstar 
 |- 
 |style=""""vertical-align: middle; border-top: 1px solid gray;"""" | because I spent far more time than I should have trying to figure that one out, and now my head hurts. ~  
 |} 

 :Thank you, and sorry about your head.    

 == Sigh == 

 When did Wiki become so over the top, the edits I made hurt no one.   Really, who in their right mind would look those two things up unless thinking it was Justin Bieber.  It's not like I was saying Hitler killed the German's, or Wiki was made by robots.   Everyone needs fun in their life, and they won't find it here, hence why this website is failing.       —Preceding undated comment added .  

 ==Ahrar Party (India)== 
 *Hi, please take a look at the article isn't it look like an advertisement?I had put tag to propose deletion two times, so that administrator can review it.but the author deleted it twice.Please give reply.   

 :I don't consider that an advertisement. Also, please remember that PROD is a one-shot deal. Anyone, even the article's creator, is allowed to contest it. After an unsuccessful PROD, any further attempts at deletion should be made through AfD. Take care.   """
0	"== Dragan Popovic == 

 Do you have a source to confirm Dragan (aka Don) Popovic coached the Serbian White Eagles and can you confirm if it was the 1973-1974 season?  Thanks"
0	""" 2005 (UTC) 

 TShilo12, 

 I think you are incorrect. """"Jew"""" can function as a noun, an adjective or a verb. 

 (a) Verb: """"That customer enjoys trying to JEW down the shopkeepers."""" 

 JEW down as in aggressively seek a discount. Actually this may be a compound, I'll have to think about that.  

 (b) Adjective: This JEW boy is one of the best players on our chess team. 

 (c) Noun: He is one wily JEW and a wonder to behold - but check your wallet! 

 So Jew can function as noun, verb and adjective. I would imagine Jewish would also be the adjectival form but also would be synonymous with Judaic. 

  08:02, 28 July"""
0	:Thanks for that, something had given me the belief somehow that you couldn't do that for links with a # in them.
0	"== BEWARE OF KAZZI03 == 

 This guy Kazzi03 is a complete pest. 
 He edits really important stuff and deletes some contributions entirely. 
 Says he has uni qualifications. But it's all B**L S**T."
0	:These IP(s) have also restored plagiarism(Noyon article) which is explained on the Noyon article talk page. This explanation was summarily ignored by the IP(s). It may take some time, but I believe the IP(s) will run out of rope soon enough.
0	, but you keep reverting this
0	I think it is safe to assume that the Wolverine's skeleton kept his brain unharmed and so he used those cells to recreate his entire body. It is the only way that part with Nitro makes sense
0	""" 

 == Jerusalem in the Quran == 

  
 , please stop mentionig that Jerusalem as a text is not mentioned in Quran. The Arabs had several names to Jerusalem, Eliya, Bayt al Maqdis, Urshaleem (Canaanite not Hebrew by the way) and so on. God himself, decided to call it his way! This way of calling Jerusalem has been mentioned in Hadith. That is after the Quran is recited from the mouth of Prophet Muhammad and after it is written by the writers, he pause then he say a Hadith (not quran) again out of his mouth, saying that this is in Bayt al-Maqdiss, this is here, this is there, etc... This is the Islamic Scripture, Quran + Hadith. Quran without Hadith may mean nothing! After all, the Quran mentioned that a muslims should Pray, but it never mentioned how. This has been elaborated more in the Hadith! Certainly, it is Jerusalem as an area that has been blessed in the Quran. Mecca and Medina as cities were not blessed explicitly as done for Jerusalem. However, Mecca and Medina were decalared Sanctuaries and banned on non muslims. Jerusalem is not! For example, even though al-Aqsa mosque has been also named as the Noble Sanctuary, per the strict Islamic law, al-Aqsa mosque is not a sanctuary. A muslim sacntuary is a place where one may not cut a tree, nor kill an animal, and no nonmuslims are allowed to pass in! So you see Sharmi1, that there are quite so many things here that are missing and frankly I do not see your edits are getting the big picture. We should work together not against each others please! Also, you may want to read this paper Jerusalem in the Quran. If it helps, I may send the paper to anyone who likes to his email! At least, seventy time reference to Jerusalem is mentioned with different approaches, etc... 

 Finally, Moses was mentioned 122 times, Muhammad 4 times. Mecca was mentioned on once in the Quran as Mecca. Once it was mentioned as Bekka, and that is it. It was not mentioned explicitly in the verse 17:1 nor Jerusalem was. But immediately it was mentioned in the Hadith of the Prophet Muhammad. So you see, the Islamic scripture is one package, Quran looses much of its meaning if Hadith is excluded. Also, there are hundreds of Hadiths talking explicitly about Bayt al-Maqdis. 

 I would like also to mention that the night journey is not the reason for the importance of Jerusalem in Islam. In fact, many Hadiths regarding Jerusalem and references in Quran were made even before the night journey! The matter is that Quran mentions that Muhammad is not preaching for a new message, but he is reviving the message of the previous prophets, even if many of them happen to be Israelites. In fact, the Quran talks about them, possible half of the Quran is only talking about Moses, Jesus, solmon, David, Abraham, Adam, Zakariya, Yahya John, etc...... 

 Our job here at WikiPedia is not really discussing our believes. Every one is entitled to his belief, but we are to report accuratley documented sources that talks about the holiness of Jerusalem for these religions. We are not and should not put the faith of each others down, please. This does not make sense. The article should clearly mentions the basics of why each religion glorifies Jerusalem. There is no point in tryint to show who glorifies Jerusalem more, it is irrilevant and does not make much sense anyway. Finally, some body mentioned third holiest stuff. Well, Jerusalem is called in Arabic Third of the two Sanctuaries. (Arabic: ثالث الحرمين; Translit: thālith al-ḥaramayn) . No other site is called this way in Arabic. this has been translated in third holiest in english. The term ثالث الحرمين has been used to refer to this mosque at the early times of Islam. 

 Finally, the word masjid in Arabic means a prostration site. Although the english word mosque is translated from masjid, the Arabic word masjid may refer to a proper building (proper mosque) or it may refer to a site where prayers are permitted. Certainly the whole earth is made a mosque for muslims. It should be mentioned that Jews prostrated only in the Temple, and not any where else. Prophet Muhammad in a Hadith said that the whole earth is a masjid for a muslim, and whenever the time for prayers came, pray! 

 You should also note another term in Arabic (Jamii) which translates exactly to a congregation building. In general, in the Islamic word, when they talk about a mosque they use the word Jamii rather than using the word masjid. Jamii cannot refer to a site, but usually to a constructed building. 

 I hope I was helpful. We should edit in faith here, no point in proving that somebodies faith is not good as my faith, and vice versa...!"
0	"== Edits to Macedonian Struggle == 

 Use caution when making large-scale edits that remove properly cited and sourced material. Also, your edit summary could be seen by some as a legal threat. If there are concerns regarding the content or tone of an article, discuss those concerns on the article's Discussion page, or seek dispute resolution."
0	:::::::::In order to say it is synthesis, you you need to have read the sources. THere is no way to maintain that the material is not in the sources when you haven't read the sources. Have you read the sources? THe link is not the sources. The sources are cited, and most of them are reliable. Some, like RW Funk, are used in Jesus articles all over Wikiediano links at all.
0	""" 

 == Move? == 

  
 * See recent move discussion at Talk:Have I Told You Lately That I Love You? and also the film article, which capitalises """"that"""".   """
0	:I've a fetish for gorgeous women's navels.
0	") 

 The Article now has fairly comprehensive sections covering Health and Safety and Applications so can I delete this section in Talk? ("
0	Feel free to respond here or email in Ukrainian or in Russian.
0	":::Hey, yeah I saw those messages. They're not very constructive, honestly, but I tried to reply to them on the talk page of Yumeiro Pâtissière. Still haven't had a good constructive discussion going on. But anyway, thank you for your help, I really appreciate it. I honestly don't have the heart to deal with all of the energy and passion that this editor has, and I'd hate to burst her bubble for something that she strongly believes in as well. I think it's great that she's fighting for something that she wants, even if she uses the wrong means to do so. But to me, this is not really worth fighting for. If she wants the article to be what she wants, then that's fine, she (and her friends?) can have the article. What she's doing anyway is voicing the opinions that everybody, including me, has while watching the show. But obviously, that's bias not very Wikipedia-like. Anyway, with that said, I don't plan on turning her in to the Sock puppetry noticeboard. 
 :::Thanks for everything!! I really really really appreciate it!!!! )"
0	"April 2015 (UTC) 

 :Resolved. —  / 13:39, 8"
1	"""== Five Finger Death Punch Bathory == 

 The image has been changed because it violates Wikipedia's instance on copyrighted images and will eventually be deleted. Also, you have no right to command anyone on this website what to do on an article for anything acting like you own it like a total asshole. -  """
0	"==Meat Recall== 

 there is a meat recall in effect. See ALL News services."
0	"== Nice trims on Lolita == 

 whoever you are"
0	""" 
 :I replied  """
0	"}} 
 {{course assignment | course = Education Program:Louisiana State University Shreveport/Principles and Theories of Learning (PSYC 706) (Summer 2015) | term = Spring 2015"
0	"== Comments on Wiki page Wineville Chicken Murders == 

 Regarding Wineville Chicken Coop Murders:  I am the person who wrote the sentences that you are asking to be reviewed and further clarified.  Please check out the talk page for Wiki Wineville Chicken Coop Murders and my response. I think I have provided clarification to your questions."
0	"== Merge with Balancing rock == 

 This page is a duplicate of Balancing Rocks"
0	Hello, I'll find a reference to your addition as Wikipedia rules required. Are you a grandchild of Canon Blackmore, once rector? If so, our families were very good friends in the 1950s. Blessings, Brian McLean bmcln1@gmail.com. (Please erase this when read, for spamming reasons, and get in touch.)
0	""" 
 :::::::::::::I'll have to take that as """"no, the study made no statement whatsoever about the relative magnitude of the treatement differences. That surprises me, both because it seems illogical for a study not to reach a conclusion about that and because I can't see why you would think it was relative to the discussion without it, but I've directly asked multiple times and you haven't provided a statement as to relative magnitude from the study.— """
0	", 9 June 2008 (UTC) 
 * alone has grown to over 11,000 words. Previous discussion on the same text at Talk:Prem Rawat/Archive 36#DLM/PR coordination sprawled to 5,000 words. How many more thousands of words are needed to get us to a conclusion? I don't think we'll ever get there without active mediation. One lesson we've learned is that getting a consensus among only some of the editors is useless if, at the last moment, another editor suddenly pops in and wants to start over from scratch. So for a Skype chat to be effective it would have to involve all of the active editors, editors who are spread across the globe. Rather than more words faster, could fewer words discussed more slowly succeed? That is, you putting out a question and waiting for everyone to agree to a formulation before moving on to the next point, slowly building up material with complete, explicit consensus among all active parties.  I dunno. Perhaps the some members of the MedCom could offer suggestions?    08:20"
